start_x,start_y,end_x,end_y,control1_x,control1_y,control2_x,control2_y
186,604,492,102,202,794,392,170
194,509,533,13,77,318,511,-179
215,251,256,304,18,244,119,188
70,540,613,734,-130,443,588,901
618,689,123,434,742,604,53,533
27,321,89,292,54,325,144,390
113,558,191,205,293,391,33,174
189,746,114,51,370,548,298,-99
770,86,685,589,860,-73,831,524
294,390,418,557,175,353,332,682
416,564,304,181,516,742,433,185
376,193,0,327,206,233,25,253
160,266,94,647,317,350,125,789
77,778,411,656,217,743,454,699
460,200,455,780,514,116,395,601
391,661,507,183,442,486,564,202
491,118,343,238,376,233,305,265
634,4,442,193,830,-170,264,-1
265,466,456,416,208,310,565,373
550,308,647,638,503,370,567,702
633,322,490,784,720,470,539,690
790,50,503,740,927,-140,622,789
73,106,517,474,5,266,458,552
780,795,70,662,670,981,-14,682
15,106,309,236,-130,90,476,198
208,53,339,292,291,-99,243,207
121,95,133,275,305,238,125,215
405,481,764,493,209,343,609,418
61,246,320,649,74,55,301,783
29,144,656,711,69,336,533,742
638,359,502,741,580,455,563,694
525,84,513,9,442,49,413,-41
473,671,491,63,450,624,346,113
508,590,587,408,326,562,771,449
608,687,179,376,439,593,-15,213
475,399,565,584,607,304,486,716
256,138,722,330,172,-50,799,509
99,335,364,781,292,173,417,699
158,365,178,681,295,416,129,806
597,53,84,348,480,66,179,541
51,158,695,782,-105,1,621,593
123,135,674,176,-33,301,763,173
236,257,615,86,280,290,805,46
289,577,590,167,359,739,478,346
185,697,665,228,236,866,635,372
16,769,538,209,-74,590,535,211
627,678,372,703,805,653,546,642
562,478,432,560,640,482,510,530
114,665,114,394,126,775,267,414
152,615,45,470,147,457,46,626
314,543,623,199,280,401,519,258
17,727,435,749,-116,837,364,751
769,352,641,215,793,395,774,168
444,555,455,463,303,712,402,316
353,37,330,571,540,-38,208,698
375,300,11,147,343,459,-54,-22
410,293,685,722,401,437,833,725
307,160,782,425,501,-2,613,413
128,475,379,195,195,581,205,374
488,640,497,246,361,678,496,259
65,338,328,400,227,484,132,506
394,506,556,528,581,660,545,500
34,372,186,125,179,525,200,227
419,783,396,377,581,877,340,344
569,550,622,238,466,622,760,60
762,443,565,633,682,570,725,503
760,214,138,774,583,215,295,667
322,344,382,705,493,201,255,640
680,555,578,418,514,482,486,260
665,302,462,92,558,152,374,-46
136,74,458,89,289,212,470,106
293,791,131,16,282,640,65,207
529,185,439,363,479,51,312,202
622,591,104,275,661,442,82,392
651,400,710,146,644,213,767,41
233,646,594,161,289,558,508,168
533,769,50,691,423,856,-69,680
76,449,771,675,-82,420,729,788
513,0,659,377,467,192,501,184
370,490,610,740,389,412,775,678
146,679,540,173,-40,752,381,206
458,257,317,25,492,147,464,144
420,345,171,630,442,145,365,777
441,143,508,580,570,337,699,524
195,426,594,310,41,605,568,485
297,124,301,128,337,60,333,232
617,345,790,556,640,235,832,385
300,579,82,18,244,750,-38,-110
471,665,242,398,381,767,355,526
447,442,437,153,331,413,361,79
116,728,628,245,41,554,435,382
409,456,413,563,254,315,495,396
479,2,276,57,505,-12,402,-52
292,229,750,558,416,176,923,480
642,390,406,778,746,560,368,616
454,765,437,131,652,752,429,143
678,725,290,788,632,721,469,903
741,709,481,37,589,860,566,64
574,101,505,548,515,12,352,395
434,9,446,326,525,-106,438,154
292,302,279,67,272,314,267,95
140,478,357,679,-48,299,393,646
785,363,50,700,817,547,-18,706
358,264,200,240,204,81,397,153
531,40,651,370,515,-73,549,343
398,521,673,128,217,461,815,80
322,420,174,91,215,511,167,-38
676,260,493,165,624,335,316,154
187,82,661,83,254,138,666,3
386,662,294,580,224,811,119,765
698,228,56,272,586,129,-103,376
599,699,380,588,442,681,550,497
743,673,392,71,604,514,398,129
274,91,295,151,472,173,128,252
596,92,425,601,621,32,225,551
306,466,779,100,242,379,745,238
662,710,435,350,489,602,326,496
558,381,281,225,685,389,423,102
245,184,342,10,183,207,183,58
655,743,550,78,663,600,453,4
334,42,629,221,502,186,430,27
446,211,659,174,391,212,615,247
538,512,672,578,579,452,742,577
795,184,85,93,693,344,216,4
579,148,132,706,524,206,195,731
595,284,282,652,661,118,279,512
486,76,206,674,395,126,76,629
766,572,663,524,801,598,746,364
745,536,85,417,700,600,-35,334
757,739,596,78,723,909,484,-81
136,215,206,573,-32,290,290,392
508,545,494,736,414,693,458,707
2,50,58,10,-6,112,-11,10
40,33,181,266,226,-123,322,341
335,97,734,46,468,25,642,-43
722,798,172,498,664,937,-27,336
517,282,614,765,338,430,784,824
631,571,558,701,604,765,368,823
265,535,524,525,86,441,487,657
455,5,767,555,306,200,809,437
554,345,531,461,724,310,602,334
484,230,304,469,541,51,263,402
300,608,613,644,166,713,589,624
571,668,302,635,584,618,382,725
478,305,768,72,617,489,843,253
124,794,390,347,265,924,482,245
562,137,471,316,644,-21,388,438
485,369,352,563,608,506,225,456
62,417,543,2,-80,404,480,49
603,107,393,551,725,71,583,606
317,571,277,740,229,657,80,930
674,677,675,407,637,747,633,408
147,518,331,186,170,610,439,143
757,730,759,415,902,787,908,520
795,35,355,399,836,-113,528,267
707,235,584,734,580,420,765,862
227,214,237,586,329,296,209,441
771,369,780,54,877,496,775,5
701,156,21,396,591,105,-144,486
227,163,302,640,120,342,309,499
275,463,143,228,262,519,182,314
579,74,25,230,660,73,164,393
345,275,740,767,472,113,700,600
92,489,615,567,78,546,543,540
323,128,424,30,282,262,546,-80
47,171,78,562,46,344,32,693
409,730,531,382,460,694,645,321
185,735,502,189,13,662,447,267
728,661,12,707,925,592,131,617
475,428,400,738,584,301,502,576
142,553,410,618,275,392,262,545
406,652,375,259,546,547,290,368
775,88,386,226,959,192,468,125
3,300,343,69,100,228,500,-16
600,145,286,272,791,173,398,396
569,448,24,677,725,533,-136,581
23,229,728,617,-20,164,900,763
14,49,439,538,-159,-127,593,665
112,687,45,106,-38,747,8,178
415,547,716,314,291,480,852,142
453,691,208,284,643,508,388,153
124,294,748,243,24,284,901,358
331,378,716,465,232,515,707,421
526,89,267,618,613,-97,355,622
646,345,355,563,457,175,296,736
324,418,270,52,267,515,322,-50
492,298,422,171,424,260,278,51
220,558,338,305,210,400,378,225
615,472,637,94,728,596,591,67
367,764,407,255,447,926,592,269
346,620,384,784,170,646,208,839
381,373,194,354,221,250,169,532
697,675,182,564,867,769,0,735
467,649,712,395,378,503,791,322
572,689,255,283,654,757,392,215
795,347,402,745,854,429,460,702
715,708,384,311,728,829,468,421
456,445,191,187,427,436,64,368
647,67,738,206,783,82,697,71
256,361,205,528,111,509,211,658
229,89,230,352,292,-75,56,324
565,508,769,539,516,692,703,586
96,662,516,745,40,609,624,660
577,161,630,29,481,358,782,81
380,720,377,393,558,813,320,500
496,175,340,106,460,338,230,96
193,488,626,603,196,372,801,638
324,516,524,291,317,588,538,489
700,568,312,610,690,459,200,706
415,142,727,422,498,-14,672,248
311,665,213,727,465,730,180,703
20,630,358,479,-61,749,373,652
93,26,106,262,54,-11,-90,415
532,311,255,341,473,128,422,474
379,764,383,487,541,617,302,589
497,767,538,409,385,846,493,376
1,766,322,3,91,627,465,-167
319,500,58,59,173,610,-64,114
366,91,480,707,417,175,442,844
284,304,531,260,428,267,568,424
460,277,55,638,350,294,102,694
623,660,55,725,822,555,122,782
464,509,685,634,639,639,767,789
710,501,580,714,554,534,515,905
15,218,638,561,-34,210,518,702
781,28,655,618,625,-63,616,727
184,624,226,88,111,549,193,87
287,235,338,372,459,352,288,511
23,455,90,69,-146,614,181,-51
268,540,31,681,102,559,179,594
303,518,699,44,476,540,896,118
738,578,423,90,846,677,223,134
778,398,313,639,881,519,133,465
297,238,391,790,248,124,516,954
775,63,798,294,629,-38,694,440
441,297,126,399,482,470,35,521
319,415,540,490,335,392,626,590
373,571,790,495,453,555,637,504
379,758,156,332,354,814,253,469
508,720,640,230,471,813,466,317
738,696,470,469,836,597,530,618
156,53,647,707,71,119,801,882
102,227,164,295,-45,116,86,281
235,219,408,509,414,66,570,434
470,324,37,761,416,145,195,738
492,315,135,4,540,348,314,170
274,679,201,617,278,667,320,590
286,281,563,42,253,124,370,226
773,415,422,133,796,596,269,104
292,168,725,444,352,164,782,417
136,341,541,447,267,197,655,365
172,276,103,594,309,319,102,543
457,103,628,548,376,46,573,383
567,35,380,493,493,164,461,526
93,436,151,612,168,345,265,574
396,461,438,469,322,503,603,282
214,424,631,25,204,621,686,13
353,421,114,789,517,308,199,685
256,496,633,580,312,584,597,745
7,492,651,714,-2,690,626,787
668,290,508,136,773,475,654,157
560,146,590,329,553,255,637,522
667,76,256,113,710,-21,126,164
122,128,412,156,40,-34,504,311
121,258,322,62,-25,303,435,-68
219,157,767,49,93,329,892,22
126,616,710,679,214,590,692,715
527,379,294,308,703,566,309,460
217,516,752,385,114,709,813,318
775,488,566,293,612,563,386,201
125,660,43,49,296,466,103,-34
630,623,759,437,799,433,786,367
728,349,126,279,685,168,-16,114
608,319,749,117,680,239,841,300
111,196,81,601,154,352,-81,651
96,289,83,738,110,147,19,591
717,301,59,438,574,478,243,426
506,634,678,648,384,737,631,699
588,693,27,762,699,594,101,669
375,786,139,319,298,859,216,387
198,233,36,131,118,56,68,236
664,782,358,116,852,908,335,273
416,237,536,135,476,365,576,258
426,34,212,227,284,13,242,313
745,615,263,136,722,441,186,260
140,136,677,651,299,239,707,663
248,604,665,590,445,745,519,772
202,180,758,108,338,328,614,117
471,729,704,547,354,888,571,647
196,642,256,574,141,482,121,420
498,502,752,367,555,426,811,231
410,108,195,0,562,19,86,-134
747,324,598,678,850,408,595,635
297,531,97,321,286,592,214,289
409,172,55,14,313,282,-13,-89
362,165,672,110,276,285,532,-29
651,595,102,673,812,786,235,828
780,795,462,565,911,865,446,425
74,267,262,368,159,73,182,395
450,443,371,162,362,598,208,321
605,617,213,225,774,420,81,353
644,649,66,709,673,647,218,655
784,259,499,599,914,314,611,602
413,348,162,547,269,212,-25,557
355,286,371,699,268,157,307,878
240,617,336,774,149,488,462,601
53,689,692,543,-32,756,517,548
77,321,448,374,73,501,457,384
197,465,68,76,327,504,-54,231
635,146,363,223,659,172,553,188
345,796,104,542,291,628,192,643
755,548,80,612,709,652,229,471
382,788,322,519,561,857,450,649
347,778,474,212,416,819,450,357
425,364,732,323,267,224,794,290
379,415,765,719,556,313,613,639
281,477,532,655,177,339,372,557
20,228,87,505,47,386,-3,447
363,14,447,614,280,173,497,810
125,228,343,513,243,89,172,558
87,230,686,454,245,187,588,503
160,369,179,539,337,449,94,384
597,213,788,637,597,353,734,556
445,500,29,692,492,663,179,570
207,1,579,526,15,-150,672,557
721,603,330,93,705,641,266,-55
701,656,173,503,702,657,285,471
289,488,507,521,254,502,636,340
33,672,345,561,-144,776,498,394
509,125,342,747,425,318,206,920
757,273,232,573,590,410,311,411
57,524,126,764,40,384,24,876
257,109,644,367,384,140,511,310
178,151,123,39,257,-16,319,-103
650,419,85,619,556,474,-79,664
19,26,439,664,-28,222,552,619
415,364,243,253,469,282,327,172
562,201,728,68,611,21,591,159
694,228,575,343,632,356,413,398
762,793,546,372,722,668,389,383
8,584,170,551,-2,680,106,599
228,700,640,125,299,620,448,79
236,661,180,262,97,626,295,196
564,473,722,755,388,408,588,741
267,388,619,485,457,529,462,669
681,585,632,193,753,459,606,78
324,181,455,294,165,274,577,448
792,247,496,201,705,231,444,1
290,569,699,200,152,442,659,97
769,793,303,86,917,949,275,179
392,434,360,21,468,463,507,-154
661,283,479,133,638,267,464,139
34,685,437,323,9,509,322,437
517,23,682,682,407,108,637,574
203,362,280,255,372,264,344,86
389,582,289,560,402,497,105,501
213,264,203,463,47,398,232,444
16,592,227,741,-100,710,278,567
550,24,518,15,585,141,488,-118
528,143,454,789,417,337,415,940
296,552,87,342,482,677,137,305
710,593,36,424,702,644,-35,463
754,797,149,137,943,989,15,-15
190,181,131,431,385,298,-28,261
407,685,763,780,272,717,827,866
16,320,108,498,107,296,238,613
473,604,437,699,463,801,262,669
594,104,210,717,700,51,165,589
641,84,690,435,833,130,756,497
125,401,137,189,187,524,-62,304
318,273,428,459,449,414,473,581
315,792,197,358,151,931,378,474
412,616,151,54,487,621,131,-46
66,48,474,187,183,-111,371,33
587,615,299,601,665,611,145,679
406,701,19,52,586,573,-93,78
424,214,303,69,572,408,480,-95
621,682,558,555,491,606,513,481
619,532,84,140,600,635,-107,78
368,452,68,567,258,507,-31,597
409,123,9,54,451,189,194,240
196,200,124,620,198,302,-39,746
751,542,406,756,616,741,531,578
228,563,708,127,54,752,638,252
413,781,492,765,353,682,584,582
407,237,175,577,587,320,335,689
784,190,11,293,917,100,52,104
79,214,639,126,219,409,611,293
636,192,658,265,570,336,515,306
373,425,709,192,196,536,898,314
546,69,344,277,689,2,304,175
792,258,405,779,860,441,433,673
792,466,302,626,839,518,168,568
593,8,659,640,576,41,726,503
324,533,457,546,326,504,541,702
484,655,505,656,337,672,588,614
447,233,616,652,257,89,447,468
61,276,627,589,91,111,615,412
75,223,517,39,-60,252,404,-133
693,269,785,47,631,134,742,151
25,412,44,671,-63,231,228,709
200,66,657,651,290,252,466,496
127,227,401,382,293,389,327,246
704,213,268,337,604,284,377,392
252,22,318,751,305,-137,408,764
575,155,339,276,434,209,336,414
784,417,484,206,970,330,368,170
764,210,562,152,637,59,518,246
432,110,278,207,437,-50,217,180
598,100,242,635,526,198,394,661
236,644,513,154,46,502,405,84
345,413,189,247,352,481,82,225
669,781,515,327,617,726,378,208
221,540,485,44,295,427,660,157
127,416,31,767,132,456,75,777
361,56,512,237,473,235,543,125
386,760,798,2,193,825,901,-186
291,776,577,394,300,907,452,541
28,9,53,360,186,-137,-141,382
320,498,777,648,446,426,651,619
145,398,119,710,-8,292,290,629
478,451,742,645,372,302,897,626
492,464,142,749,354,450,-56,686
281,724,512,31,279,590,673,122
726,671,171,734,735,693,206,750
711,87,101,246,642,34,15,189
108,416,342,587,168,360,507,710
448,39,272,524,464,164,248,380
256,47,316,189,430,209,171,324
228,108,320,428,370,192,371,568
728,65,775,329,879,160,854,137
107,732,499,594,-55,926,454,555
100,690,48,584,162,868,141,616
297,215,81,663,176,59,113,817
327,202,271,451,164,37,161,364
722,193,430,551,704,0,470,666
471,513,581,784,438,439,438,898
272,435,150,352,105,579,-46,153
55,144,657,657,7,19,724,594
57,158,199,4,-120,-24,165,69
439,747,394,483,419,772,572,431
431,783,679,8,268,850,814,116
377,600,208,309,378,671,178,236
117,196,189,670,162,49,185,496
767,630,558,376,959,456,698,446
568,240,425,371,411,247,280,463
580,557,21,217,759,725,25,101
723,517,165,757,876,643,362,945
531,660,345,423,459,737,411,359
737,371,66,375,779,266,211,300
696,680,528,759,713,798,462,929
15,752,646,318,-103,644,524,220
115,292,179,569,-70,93,293,458
198,511,99,570,304,493,296,725
223,468,319,289,371,296,244,370
782,634,350,448,589,456,263,274
546,101,303,348,617,251,426,350
373,79,409,328,513,-106,214,246
183,358,62,470,347,479,106,341
719,646,741,349,689,775,827,541
242,636,648,75,405,741,581,-120
78,599,372,323,129,671,346,434
16,602,757,599,134,437,702,421
510,719,763,64,681,778,732,203
557,657,308,662,594,480,215,714
552,421,705,687,562,548,580,615
676,434,736,510,492,405,933,550
783,255,549,79,871,211,695,9
569,204,168,423,489,296,97,591
746,137,290,67,633,111,319,63
612,524,560,62,534,366,404,-2
136,101,11,745,141,272,-183,713
326,133,74,782,257,304,-55,745
476,181,103,175,582,265,221,272
47,465,437,714,151,265,569,767
577,771,431,418,497,895,585,444
162,760,742,456,194,707,700,289
512,320,583,480,668,236,433,475
507,278,681,187,631,378,704,186
753,143,496,703,755,332,408,854
794,57,195,331,650,-120,104,309
381,60,601,466,579,11,556,521
638,2,574,593,480,-57,747,711
493,480,256,79,422,491,434,211
166,97,29,445,183,132,-109,540
458,676,204,332,549,517,201,396
105,396,547,15,191,336,518,-176
612,381,124,315,464,359,-49,500
719,40,454,380,776,142,530,346
622,778,687,757,785,965,742,778
508,478,787,739,522,529,850,764
317,424,670,454,503,246,720,482
399,51,575,554,455,156,627,622
403,328,69,285,564,207,163,222
387,460,339,72,371,309,373,-10
40,643,378,128,162,749,357,260
357,500,10,58,555,405,-60,66
751,285,19,513,669,444,64,328
509,284,322,772,368,290,400,679
430,535,759,405,322,429,907,438
445,390,653,787,430,222,519,595
609,686,205,286,506,673,323,355
455,394,370,121,259,504,223,231
19,225,665,716,-29,263,728,621
188,592,688,590,279,614,495,704
474,208,409,44,639,97,306,62
95,371,295,271,28,244,105,372
762,0,571,606,743,-58,422,769
13,402,759,667,183,335,718,689
687,726,169,740,779,599,240,665
540,173,443,440,547,176,385,525
519,723,78,236,685,526,130,288
705,591,693,608,776,502,638,427
609,370,667,450,476,495,821,612
725,74,356,254,688,-18,457,271
665,128,720,445,690,-39,651,615
44,309,230,36,165,152,227,-100
150,746,233,134,120,584,295,158
128,452,713,639,-23,512,609,685
163,0,619,730,69,-169,499,803
755,372,367,686,668,210,541,641
631,382,298,766,612,516,305,831
94,794,645,180,115,855,757,254
691,108,159,221,795,207,40,387
430,658,274,506,430,706,137,347
724,763,183,785,907,931,322,618
513,105,563,597,494,-79,455,483
629,785,124,341,666,953,126,289
597,631,424,667,520,582,602,557
618,610,744,720,572,761,864,743
18,657,756,202,109,778,926,268
141,647,496,3,22,618,399,13
268,61,290,395,177,106,321,487
304,726,604,134,473,874,667,127
650,606,292,317,668,525,302,142
79,684,11,219,253,516,-103,95
340,3,367,355,226,-5,501,483
702,260,366,433,598,459,391,363
561,461,375,690,551,389,356,707
151,35,445,344,-16,149,268,210
627,179,241,676,620,41,43,750
1,160,769,609,17,307,575,488
330,298,536,281,421,198,412,150
6,236,7,153,-53,360,-94,278
38,55,512,629,-33,-125,526,799
774,342,178,276,919,358,85,223
72,632,646,542,17,605,838,473
85,523,469,782,111,674,270,603
588,463,381,16,596,463,199,94
346,401,469,460,544,590,554,371
278,768,52,478,251,824,52,569
323,239,421,303,344,369,287,116
321,94,460,509,350,263,306,397
356,548,147,439,422,710,296,264
639,689,335,264,830,659,263,130
680,526,320,411,744,617,512,364
581,775,566,191,531,824,646,2
611,638,738,491,713,785,649,665
125,208,51,743,151,195,215,773
345,28,676,534,427,42,702,723
666,255,637,122,575,379,533,89
777,29,83,34,702,63,14,-120
408,693,641,687,585,615,776,494
305,744,347,455,428,917,506,362
367,729,490,576,234,538,604,632
783,724,423,157,879,643,334,28
45,521,155,753,107,462,76,896
240,12,733,36,62,7,906,54
597,478,31,454,425,450,-116,483
693,64,599,371,699,239,529,514
8,298,204,247,144,296,294,69
595,88,160,384,564,181,135,222
434,421,788,294,439,593,970,276
434,421,656,744,620,514,462,760
238,461,86,630,272,575,155,659
61,110,128,154,114,254,71,-25
116,96,374,249,177,218,423,165
23,439,375,679,216,377,344,581
732,23,338,419,785,-113,304,421
340,24,688,32,273,106,686,210
198,510,414,571,250,401,478,499
326,428,344,22,317,309,303,51
525,29,558,793,598,128,414,696
429,379,508,605,438,279,604,494
463,573,454,638,491,562,503,534
200,757,167,116,23,665,103,-9
112,125,621,119,307,73,750,207
178,412,781,211,51,586,929,182
708,568,209,278,636,760,183,80
669,728,292,771,636,713,353,767
224,466,235,327,252,528,60,356
393,166,457,387,246,102,263,492
378,450,458,147,462,496,642,-37
308,532,756,715,252,482,558,612
767,725,55,380,819,779,209,315
152,287,718,30,20,257,828,-166
797,481,105,239,991,373,45,265
226,569,398,387,411,427,484,213
339,184,707,567,242,-10,814,377
24,1,782,449,-112,65,762,382
796,499,347,757,981,374,248,871
787,125,203,516,923,157,6,472
668,347,782,610,694,248,795,568
338,673,494,492,382,657,518,559
749,484,389,15,928,597,547,22
455,177,775,115,470,154,656,38
219,555,674,203,317,596,547,377
733,784,247,205,877,768,368,246
496,234,235,197,542,261,267,267
744,273,453,653,621,400,650,589
346,573,82,72,424,434,-100,-85
559,452,491,397,404,643,628,215
324,631,226,689,423,513,203,738
77,751,470,344,65,903,463,195
666,38,258,175,855,-113,313,313
752,725,544,748,643,690,559,564
213,602,457,777,273,610,270,967
631,747,551,348,764,883,479,459
2,559,571,674,159,627,478,733
551,763,545,389,457,770,495,326
588,261,214,192,716,296,46,136
663,710,766,84,513,640,862,-110
138,282,717,553,77,233,752,582
436,508,243,384,288,342,404,411
98,723,491,21,223,595,471,126
617,220,242,749,599,65,270,627
419,722,759,61,237,909,753,-77
177,185,591,673,313,73,601,763
738,58,641,362,709,117,539,437
530,723,617,569,357,667,567,705
137,418,512,338,125,508,359,537
527,138,666,619,385,-51,773,457
59,340,650,404,72,273,517,560
708,148,223,212,726,-5,168,174
253,594,306,316,228,537,398,380
77,79,197,179,-16,213,135,125
92,387,527,725,241,406,365,689
448,549,535,747,456,402,589,883
67,49,667,565,172,-138,475,681
218,292,193,200,233,201,59,167
436,770,78,280,541,805,-121,398
622,587,401,489,522,608,396,429
794,577,83,209,635,397,65,215
779,609,554,719,714,524,366,859
747,781,730,415,900,626,881,219
54,272,561,229,-53,163,389,265
774,662,63,331,816,712,-125,356
42,370,676,551,-8,448,593,640
616,694,79,279,586,784,203,376
730,216,565,657,707,93,724,543
451,376,345,122,590,425,401,257
154,155,264,6,29,52,425,140
521,360,150,775,638,530,-48,889
140,186,470,404,37,324,282,436
670,61,139,10,551,41,-49,142
505,693,592,57,446,792,511,40
524,572,331,180,699,657,202,195
324,404,595,740,347,576,469,659
458,797,448,623,627,626,365,558
176,560,110,392,344,742,215,201
279,121,64,20,399,98,81,107
256,323,494,524,422,418,479,472
758,611,36,623,807,743,-42,598
21,577,152,412,39,489,-22,262
102,120,131,615,144,57,131,773
299,677,199,586,388,857,218,646
122,190,387,633,195,38,565,579
133,382,758,137,60,463,908,279
464,19,17,375,449,-55,-22,333
299,65,254,292,486,17,55,138
420,112,782,247,429,1,646,198
765,19,171,383,750,200,278,555
201,499,687,555,269,521,692,381
200,219,592,573,199,347,582,456
595,224,127,250,767,96,170,267
429,680,313,511,483,528,158,338
108,505,22,278,180,426,-124,325
119,690,535,587,-27,571,405,724
295,32,600,719,212,187,476,570
62,263,508,751,-105,227,547,623
556,702,311,598,594,633,130,572
548,224,135,407,664,332,268,533
209,502,100,576,278,377,239,627
88,438,779,265,-35,430,637,116
620,73,770,27,537,91,946,77
677,119,243,364,624,129,218,489
779,592,684,477,831,702,848,531
562,455,165,68,390,321,141,144
772,632,164,666,649,715,40,641
524,212,665,434,712,266,768,584
517,12,757,714,647,47,878,597
729,361,266,561,827,385,334,549
700,147,597,463,864,114,598,370
480,526,463,740,361,621,554,596
784,316,177,591,712,143,344,767
184,307,653,472,259,460,618,540
47,611,226,33,-21,591,71,186
470,456,237,408,378,430,417,241
96,315,715,758,263,262,554,801
57,556,76,384,-26,591,160,230
751,147,658,383,600,342,670,194
388,785,142,541,319,924,-7,633
416,283,261,341,556,210,432,345
354,377,484,641,507,552,524,559
9,315,105,775,132,154,-83,785
343,282,174,360,429,273,168,367
545,734,550,153,602,856,647,196
345,332,349,335,287,383,160,382
35,618,61,88,-26,780,33,153
438,703,312,275,334,733,383,110
645,78,247,275,800,156,286,180
288,481,20,99,209,374,215,-62
689,741,529,256,573,769,413,242
462,764,443,606,606,897,266,607
527,47,671,490,479,-112,683,466
364,649,200,799,188,789,196,820
390,390,322,239,310,334,254,325
680,567,244,656,637,690,46,536
463,173,465,611,645,290,269,456
660,163,647,650,478,130,487,618
236,26,154,466,157,173,253,651
337,202,252,277,146,81,305,407
165,69,612,200,46,128,689,192
88,425,54,179,40,500,213,268
170,543,609,247,198,394,621,347
261,701,134,729,308,628,272,853
483,161,549,169,535,38,485,33
769,208,278,464,589,281,194,655
76,234,44,253,-99,426,115,98
426,60,600,774,596,51,437,916
547,375,674,147,497,318,837,86
65,441,509,529,60,598,468,477
152,174,588,365,97,53,720,553
599,477,378,200,412,636,547,138
567,723,122,100,383,558,274,133
775,152,51,446,833,18,-149,519
414,630,369,323,363,578,350,322
615,232,114,458,789,128,207,545
659,279,393,484,481,212,455,529
714,539,550,693,585,352,415,781
495,625,2,124,443,456,184,148
74,747,500,397,-69,896,438,509
391,763,13,276,270,918,-130,441
178,254,221,722,183,230,312,586
316,763,180,15,136,697,333,81
622,419,366,700,728,289,402,711
220,714,226,22,210,713,291,10
524,723,244,345,369,754,109,382
66,81,594,103,72,162,558,32
787,656,403,347,794,702,393,390
442,661,594,415,323,810,422,432
156,538,259,781,282,526,239,810
584,418,51,258,439,577,129,271
244,630,296,264,158,566,462,222
13,773,732,324,190,673,892,494
334,265,611,23,274,203,484,-64
739,577,507,441,854,490,589,585
565,448,81,645,658,316,74,602
535,703,351,16,710,868,488,51
292,16,561,154,153,133,652,11
12,175,175,82,34,28,364,270
606,763,446,415,434,941,337,606
438,167,458,177,496,112,586,145
204,437,338,627,353,625,214,797
798,142,29,797,870,4,99,804
46,6,203,493,-102,121,268,540
343,481,131,563,227,638,121,453
618,413,3,400,807,558,122,262
536,532,600,458,530,536,482,437
50,783,422,208,25,973,495,374
77,186,313,406,182,74,213,271
211,179,464,447,344,-12,631,372
217,211,231,430,391,75,229,520
512,557,244,571,625,456,93,723
150,481,533,600,30,369,567,733
619,719,540,146,577,526,465,179
219,573,181,749,255,603,338,833
351,344,492,629,398,470,295,564
67,646,388,227,251,531,497,358
653,486,728,519,552,391,705,630
236,337,560,282,185,447,533,178
591,477,324,411,556,404,491,587
69,190,338,359,157,33,436,235
596,426,170,305,652,500,-7,484
524,218,185,612,667,381,93,428
174,445,160,691,74,257,-39,865
604,768,259,241,639,607,323,357
602,161,283,529,506,162,338,335
238,643,604,612,369,742,544,569
204,571,776,199,352,510,590,122
544,297,421,153,374,281,539,202
569,462,762,129,639,384,928,110
371,243,89,146,262,159,89,173
470,695,734,377,656,601,638,466
366,39,739,258,411,236,823,246
674,233,72,370,684,284,-127,232
324,279,773,650,266,320,748,597
150,332,757,454,289,220,760,591
730,795,193,275,622,800,241,401
451,796,128,166,498,865,93,256
732,88,766,199,886,-12,570,333
289,296,1,478,376,381,171,461
339,765,367,353,306,575,427,336
61,600,216,273,126,768,365,382
549,527,350,190,458,588,524,191
445,577,706,512,327,578,541,396
758,645,651,647,697,648,746,724
722,7,77,586,610,109,135,571
684,510,140,700,718,626,83,683
663,474,465,627,602,284,435,438
299,85,470,477,379,133,529,489
614,762,282,164,522,563,165,-14
564,703,705,605,561,577,866,612
787,475,406,157,797,376,337,318
131,520,363,232,10,419,352,244
627,64,216,301,504,20,339,136
490,506,139,553,547,609,33,629
637,657,684,108,632,793,691,19
22,310,575,43,-169,200,629,195
745,245,547,727,614,218,636,659
310,345,741,284,451,452,660,415
236,718,764,125,191,711,881,-26
485,195,724,356,566,256,652,226
669,87,362,664,567,36,199,629
127,652,309,73,119,598,242,201
687,648,672,293,559,710,580,239
60,296,677,327,145,151,574,346
560,275,401,755,475,450,381,876
597,780,300,37,416,961,179,54
570,499,297,627,614,596,198,440
313,448,57,637,236,407,-37,791
171,83,140,509,81,226,106,546
45,772,417,276,40,939,386,203
367,228,138,777,447,246,56,937
343,96,330,617,483,68,423,637
245,140,172,543,108,265,73,389
109,522,611,168,61,460,433,231
285,796,591,379,418,722,452,202
726,575,232,795,734,383,413,976
141,652,685,494,274,732,652,311
90,629,138,460,174,786,48,334
135,387,270,408,49,458,316,495
715,201,204,180,563,228,240,143
603,688,406,506,594,508,526,331
587,27,208,665,628,-140,334,665
245,323,170,36,63,355,221,-13
727,582,199,395,920,561,63,371
220,795,173,460,202,836,180,627
419,163,319,125,357,210,347,287
505,697,93,447,679,694,93,627
76,9,277,729,-93,-158,120,869
690,536,519,675,869,632,577,515
40,641,192,297,31,622,159,278
368,613,575,33,528,532,726,149
184,376,668,21,382,279,572,64
694,514,162,546,869,460,-12,727
570,564,756,48,443,709,721,-60
423,619,754,186,429,622,656,219
5,642,634,119,30,617,464,120
